Account Number,Date,Revenue Amount (USD),Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
10332,2023-04-17,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Grove City,OH,43123
10331,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Cape Coral,FL,33993
10330,2023-04-17,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Humble,TX,77346
10329,2023-04-17,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Moorpark,CA,93021
10328,2023-04-17,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Alamogordo,NM,88310
10327,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Biltmore Lake,NC,28715
10326,2023-04-17,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Buckeye,AZ,85396
10325,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,San Antonio,TX,78258
10324,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Maple Grove,MN,55311
10323,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Niceville,FL,32578
10322,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Hingham,MA,02043
10321,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Richmond Hill,GA,31324
10320,2023-04-17,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Powell,OH,43065
10319,2023-04-17,10.91,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Spring Mills,PA,16875-9316
10238,2023-04-17,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Westerville,OH,43082
10317,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Union,KY,41091
10316,2023-04-17,28.08,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Camillus,NY,13031
10315,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Erin,NY,14838
10314,2023-04-17,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Scottsdale,AZ,85266
10313,2023-04-17,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Salem,OR,97302
10312,2023-04-16,21.51,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Goodyear,AZ,85395
10311,2023-04-16,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Dunkirk,MD,20754
10310,2023-04-16,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Layton,UT,84040
10309,2023-04-16,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Keller,TX,76248
10308,2023-04-16,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Avoca,IA,51521
10307,2023-04-16,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Las Vegas,NV,89135
10306,2023-04-16,32.1,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Ogden,UT,84403
2035,2023-04-16,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Dublin,OH,43017
10305,2023-04-16,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221
10304,2023-04-16,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Charlotte,NC,28203
2426,2023-04-16,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Rancho Cucamonga,CA,91739
10303,2023-04-16,26.31,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Durham,NC,27712
2544,2023-04-16,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
9751,2023-04-16,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
8575,2023-04-15,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sammamish,WA,98074
9739,2023-04-15,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43017
9068,2023-04-15,15.91,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,columbus,OH,43235
8110,2023-04-15,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221
9793,2023-04-15,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Lewis Center,OH,43035
2544,2023-04-15,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10301,2023-04-15,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Dublin,OH,43017
2139,2023-04-15,22.8,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,2023-04-15,50,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,2023-04-15,100,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
10275,2023-04-14,150,Donation,Unrestricted,Sam's Fans 2023,,,,
2544,2023-04-14,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10300,2023-04-14,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Westerville,OH,43081
10299,2023-04-14,265.28,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Skillman,NJ,08558
1328,2023-04-14,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43214
498,2023-04-14,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221-4000
2544,2023-04-14,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
394,2023-04-14,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,"Columbus, Ohio",OH,43214
530,2023-04-14,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43214
850,2023-04-14,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221
8831,2023-04-14,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
295,2023-04-13,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Westerville,OH,43082
10298,2023-04-13,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,,,
2544,2023-04-13,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
477,2023-04-13,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Nashville,TN,37205
8191,2023-04-13,50,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Dublin,OH,43016-6070
2544,2023-04-13,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
709,2023-04-13,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221
10296,2023-04-12,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235-4265
252,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43215
2452,2023-04-12,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Worthington,OH,43085-2539
10294,2023-04-12,2,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,,,
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10293,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Canal Winchester,OH,43110
10292,2023-04-12,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Birmingham,MI,48009
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10289,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Lebanon,OH,45036-7713
10288,2023-04-12,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221
10287,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Westerville,OH,43082
10286,2023-04-12,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43212
1231,2023-04-12,20,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,2023-04-12,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
8936,2023-04-12,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Allegan,MI,49010
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10285,2023-04-12,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Worthington,OH,43085
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
501,2023-04-12,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43212
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
9202,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Naples,FL,34102-1530
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
572,2023-04-12,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Portland,OR,97222
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
623,2023-04-12,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235-1230
9756,2023-04-12,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10283,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Guilford,CT,06437
2544,2023-04-12,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
245,2023-04-12,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43214
2544,2023-04-11,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
2154,2023-04-11,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,"COLUMBUS,",OH,43214
2544,2023-04-11,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10281,2023-04-11,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Dublin,OH,43017
2544,2023-04-11,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
1284,2023-04-11,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Slippery Rock,PA,16057
9765,2023-04-11,26.31,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Galena,OH,43021
1351,2023-04-11,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
323,2023-04-11,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Powell,OH,43065
2544,2023-04-11,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10280,2023-04-11,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
2544,2023-04-11,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10279,2023-04-11,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,New Albany,OH,43054
2544,2023-04-11,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10278,2023-04-11,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Lithia,FL,33547
9677,2023-04-11,54.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Sewickley,PA,15143
32,2023-04-11,100,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2023-04-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
10277,2023-04-11,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Granville,OH,43023
9738,2023-04-10,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
10276,2023-04-10,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Williamsburg,VA,23188
1117,2023-04-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
9973,2023-04-07,1500,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Dublin,OH,43017
1578,2023-04-06,15.91,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Fairmont,WV,26554
10273,2023-04-06,432.26,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Lewis Center,OH,43035
61,2023-04-05,26.31,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,West Jefferson,OH,43162-9658
61,2023-04-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
10272,2023-04-05,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Boca Raton,FL,33432
825,2023-04-04,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Saint James City,FL,33956
32,2023-04-04,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,St. James City,FL,33956
245,2023-04-04,79.8,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Columbus,OH,43214
752,2023-04-03,52.24,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Columbus,OH,43214
10271,2023-04-03,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Houston,TX,77025
10270,2023-04-03,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Alexandria,VA,22315
10269,2023-04-03,312.27,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Worthington,OH,43085
8844,2023-04-03,52.3,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Gahanna,OH,43230
2543,2023-04-03,10.53,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
10268,2023-04-02,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Upper Arlington,OH,43221
10267,2023-04-02,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43215
2544,2023-04-02,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
9261,2023-04-02,2.47,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Chicago,IL,60648
9736,2023-04-01,73.1,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43220
8677,2023-04-01,25.87,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,2023-04-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2023-04-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2023-04-01,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2023-04-01,15.64,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2023-04-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1687,2023-04-01,79.8,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Boonton,NJ,07005
1702,2023-04-01,212.28,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Williamsburg,VA,23185
9215,2023-03-31,1500,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43215
9651,2023-03-31,1500,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43214
10266,2023-03-31,25,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43220
10265,2023-03-31,162.29,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43215
752,2023-03-30,1500,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43214
91,2023-03-30,,Soft Credit,Unrestricted,Sam's Fans 2023,,Goodyear,AZ,85395
10275,2023-03-30,50,Donation,Unrestricted,Sam's Fans 2023,,,,
573,2023-03-30,250,Donation,Unrestricted,Sam's Fans 2023,,Redmond,WA,98052
1973,2023-03-30,500,Donation,Unrestricted,Sam's Fans 2023,,Columbus,OH,43204
91,2023-03-30,,Soft Credit,Unrestricted,Sam's Fans 2023,,Goodyear,AZ,85395
10275,2023-03-30,25,Donation,Unrestricted,Sam's Fans 2023,,,,
1533,2023-03-30,2.04,Donation,Unrestricted,Sam's Fans 2023,,,,
91,2023-03-30,,Soft Credit,Unrestricted,Sam's Fans 2023,,Goodyear,AZ,85395
10275,2023-03-30,830,Donation,Unrestricted,Sam's Fans 2023,,,,
1533,2023-03-30,151.02,Donation,Unrestricted,Sam's Fans 2023,,,,
678,2023-03-30,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,,,
54,2023-03-30,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Upper Arlington,OH,43221
1040,2023-03-30,1500,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43215
1533,2023-03-30,0.81,Donation,Unrestricted,Sam's Fans 2023,,,,
9636,2023-03-30,500,Donation,Unrestricted,Sam's Fans 2023,,columbus,OH,43235
8624,2023-03-30,10.91,Donation,Unrestricted,Sam's Fans 2023,2023 Color Me Happy,Columbus,OH,43235
10264,2023-03-30,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Liberty,MO,64068-3554
10443,2023-03-30,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,DUBLIN,OH,43016
9735,2023-03-30,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43235
10263,2023-03-30,265.28,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Layton,UT,84040
10262,2023-03-30,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Columbia,MO,65203
1954,2023-03-30,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221
1558,2023-03-29,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Dublin,OH,43016
2544,2023-03-28,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
2139,2023-03-28,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Galena,OH,43021
2544,2023-03-28,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
1424,2023-03-28,1620.11,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10261,2023-03-28,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Blue Ash,OH,45241
10260,2023-03-28,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Boca Raton,FL,33431
250,2023-03-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
10259,2023-03-28,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Bay Village,OH,44140
10258,2023-03-28,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Marion,IA,52302
10257,2023-03-27,53.3,Donation,Unrestricted,Sam's Fans 2023,,Atlanta,GA,30342
10256,2023-03-27,26.81,Donation,Unrestricted,Sam's Fans 2023,,Boca Raton,FL,33432
2544,2023-03-27,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
64,2023-03-27,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Park City,UT,84060
2062,2023-03-27,324.27,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43221-4238
8,2023-03-27,216.28,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43212
2544,2023-03-26,,Soft Credit,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43235
10255,2023-03-26,540.24,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Richfield,OH,44286
866,2023-03-26,51.43,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,2023-03-26,204.81,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,2023-03-25,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43220
2253,2023-03-25,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,2023-03-24,104.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
268,2023-03-24,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Tavares,FL,32778
10254,2023-03-24,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Tampa,FL,33611
10253,2023-03-24,107.36,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Clarkston,MI,48346
10252,2023-03-24,108.3,Donation,Unrestricted,Sam's Fans 2023,2023 Mat Kearney Concert,Columbus,OH,43215
9677,2023-03-23,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sewickley,PA,15143
2427,2023-03-23,53.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Goodyear,AZ,85395
171,2023-03-23,26.81,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Bozeman,MT,59718
665,2023-03-23,106.3,Donation,Unrestricted,Sam's Fans 2023,Audrey and Sam Run Boston,Las Vegas,NV,89134-1831
